4827;Inbound;53;2023-08-16;1663
8889;Inbound;52;2020-03-06;8067
2366;Outbound;42;2020-08-22;9967
6872;Outbound;65;2023-03-30;6084
990;Outbound;37;2020-02-29;6346
2412;Outbound;65;2020-11-10;5751
291;Inbound;61;2023-08-23;6009
4500;Outbound;70;2023-05-05;4186
8751;Outbound;3;2020-03-17;4075
711;Outbound;70;2023-01-14;9856
3331;Inbound;93;2021-09-18;2154
1129;Outbound;54;2020-01-05;3941
8864;Outbound;1;2022-10-20;6881
8476;Inbound;24;2022-03-31;6541
453;Outbound;36;2020-04-28;7328
3369;Inbound;18;2022-12-05;1799
4078;Inbound;61;2021-12-30;9067
7216;Outbound;17;2021-09-05;2671
3346;Inbound;100;2022-05-16;6598
5246;Inbound;16;2021-10-21;5570
3377;Outbound;8;2021-08-16;3960
4597;Outbound;64;2020-07-11;4246
8090;Inbound;10;2023-07-12;5476
3219;Outbound;3;2021-02-13;8552
6102;Inbound;40;2021-10-23;9111
150;Outbound;31;2022-05-16;6636
5811;Outbound;23;2020-06-07;8188
5043;Inbound;95;2024-01-31;291
1950;Inbound;84;2022-03-17;9057
7537;Outbound;80;2023-07-15;639
255;Inbound;13;2023-09-25;676
4625;Outbound;80;2020-12-10;4013
483;Outbound;66;2022-07-29;1254
8650;Outbound;65;2021-08-18;1759
999;Outbound;35;2021-12-13;8542
6747;Outbound;13;2023-05-19;5551
4873;Outbound;40;2021-11-28;7720
29;Outbound;54;2020-01-22;9204
4391;Inbound;5;2024-02-12;3096
9261;Outbound;66;2023-11-05;578
1487;Outbound;27;2021-08-02;2295
8298;Inbound;24;2023-08-24;4539
8657;Inbound;24;2021-08-09;423
4326;Outbound;81;2023-02-02;7477
8266;Inbound;19;2023-04-30;4959
8795;Inbound;61;2021-06-09;8281
6498;Outbound;67;2023-11-06;6217
4373;Outbound;18;2022-02-14;162
8998;Outbound;73;2023-01-23;2804
2356;Inbound;47;2022-11-28;808
7969;Inbound;43;2024-03-27;6500
838;Inbound;49;2022-01-07;7895
9470;Outbound;11;2021-05-23;9380
5923;Inbound;48;2021-06-19;6554
895;Outbound;72;2021-08-20;5686
1711;Inbound;2;2024-02-27;3120
6523;Inbound;90;2020-09-13;825
7314;Inbound;17;2022-09-09;8474
618;Inbound;79;2022-03-09;6457
461;Inbound;76;2021-11-25;5322
9563;Outbound;61;2023-08-17;2445
3818;Outbound;80;2021-12-08;8185
2923;Outbound;89;2023-11-07;1069
1457;Inbound;65;2022-04-18;3295
3100;Outbound;56;2020-05-10;8517
3537;Inbound;79;2021-06-15;3954
1322;Inbound;10;2021-01-21;6350
2933;Inbound;88;2022-11-13;6590
4073;Outbound;76;2023-09-02;272
9095;Inbound;12;2022-01-24;9834
7881;Inbound;18;2023-02-24;8592
1747;Outbound;27;2020-04-22;4146
6477;Outbound;77;2022-01-29;3187
2620;Outbound;32;2020-12-09;9409
3858;Inbound;22;2024-02-10;5260
8578;Outbound;46;2021-12-09;7790
6435;Outbound;94;2020-03-05;7369
7321;Outbound;3;2020-08-21;1516
4696;Inbound;16;2023-05-19;793
2007;Inbound;6;2022-01-12;2975
5529;Outbound;13;2020-03-19;4489
7167;Inbound;98;2021-09-15;4988
3956;Inbound;64;2020-11-18;3001
5236;Outbound;22;2023-02-09;7828
1718;Outbound;96;2022-07-18;7817
642;Outbound;36;2021-02-05;9332
3071;Outbound;13;2021-10-31;4573
9609;Inbound;51;2022-02-16;3476
7037;Outbound;40;2023-12-12;4013
3336;Inbound;68;2020-12-16;2418
2904;Inbound;85;2022-02-24;4940
7547;Outbound;97;2022-08-27;2730
1376;Outbound;64;2020-07-30;1973
5501;Inbound;5;2020-11-06;6434
2269;Inbound;19;2022-03-02;4345
2074;Inbound;86;2024-01-07;6426
2484;Outbound;3;2020-04-18;2912
4694;Inbound;23;2021-05-06;1507
8172;Outbound;2;2020-07-17;9345
7985;Inbound;11;2024-03-13;3663
4373;Outbound;54;2022-11-02;2639
1036;Outbound;47;2020-08-14;9062
6425;Inbound;93;2021-05-03;1624
8198;Inbound;4;2021-01-18;6315
3103;Inbound;36;2022-01-31;4183
2375;Inbound;16;2022-09-08;9509
4346;Outbound;17;2023-08-17;6921
3127;Outbound;27;2022-06-07;6621
6846;Inbound;28;2022-03-10;219
4978;Outbound;44;2021-07-02;1491
260;Inbound;34;2020-04-30;8987
5757;Inbound;8;2021-04-15;343
5818;Outbound;20;2021-09-30;6474
5866;Inbound;89;2023-10-12;8260
9164;Outbound;33;2024-01-01;2724
7938;Outbound;1;2022-05-15;2289
3283;Outbound;34;2021-12-22;2939
9590;Outbound;35;2024-03-04;9529
3291;Outbound;66;2023-12-08;5780
9101;Outbound;63;2023-03-26;4943
5762;Outbound;58;2022-11-28;31
4110;Inbound;2;2023-01-08;2722
6416;Inbound;27;2021-01-28;9251
2363;Inbound;38;2021-05-20;7612
6215;Outbound;4;2020-06-30;2781
4278;Inbound;76;2021-08-13;3447
1648;Inbound;32;2020-01-15;8170
4787;Inbound;99;2020-03-01;1811
2770;Inbound;76;2022-04-30;6465
4854;Outbound;47;2020-02-14;7060
19;Inbound;98;2022-03-26;9249
249;Inbound;23;2022-02-13;6308
2059;Outbound;75;2020-03-22;7364
3423;Inbound;20;2023-06-08;270
764;Inbound;81;2020-05-29;6946
156;Inbound;81;2020-01-29;1644
3382;Inbound;77;2020-01-17;9833
5314;Inbound;70;2023-12-05;7952
405;Outbound;74;2021-12-21;6449
8829;Inbound;67;2023-10-18;531
957;Outbound;7;2023-03-21;8870
1012;Inbound;64;2023-06-20;1637
1485;Inbound;60;2022-10-12;8356
3296;Inbound;64;2021-04-01;751
2568;Inbound;39;2023-04-22;8980
7917;Outbound;66;2020-01-28;6292
3859;Inbound;32;2024-01-19;7376
1411;Outbound;60;2023-05-26;9973
3974;Outbound;19;2020-06-10;5413
2982;Inbound;65;2021-06-29;3033
7764;Outbound;17;2023-05-02;9247
2152;Outbound;76;2020-09-05;2907
3484;Inbound;73;2022-08-07;3448
7616;Inbound;11;2021-09-18;2469
9680;Outbound;23;2021-11-19;1447
234;Inbound;69;2023-04-10;9561
5922;Inbound;41;2023-03-03;9208
2257;Outbound;96;2020-11-07;3624
6016;Outbound;68;2023-02-02;8729
3910;Outbound;94;2023-06-21;8006
9510;Outbound;41;2022-09-23;9298
6670;Inbound;6;2022-10-03;5759
1954;Inbound;17;2023-02-17;9871
7909;Inbound;64;2022-12-08;829
1406;Inbound;60;2023-04-19;6617
9853;Outbound;36;2021-03-04;3903
6662;Inbound;47;2020-05-31;662
7659;Inbound;68;2022-03-15;3774
9723;Outbound;27;2024-02-25;7698
3909;Inbound;45;2021-12-31;6892
6446;Inbound;19;2023-06-26;1861
4168;Inbound;3;2023-01-17;970
8319;Inbound;87;2022-01-08;6486
3218;Outbound;18;2023-01-15;8272
9500;Outbound;90;2020-11-14;6463
1956;Outbound;51;2022-07-04;5201
3551;Outbound;69;2021-11-18;3465
4578;Inbound;55;2023-08-23;5686
8640;Inbound;59;2023-05-31;766
4296;Inbound;40;2022-01-19;5736
4771;Outbound;94;2022-03-13;7284
6788;Outbound;30;2021-04-08;6068
68;Inbound;63;2022-12-17;6539
5464;Outbound;20;2020-12-04;6195
8352;Inbound;71;2023-11-28;1998
4423;Inbound;17;2024-03-24;3428
1551;Inbound;18;2020-01-24;17
2708;Inbound;41;2022-02-05;1962
2618;Inbound;64;2020-08-31;876
7911;Inbound;39;2020-09-08;1823
1788;Outbound;43;2022-01-06;3057
5630;Outbound;96;2021-10-23;536
5933;Inbound;89;2021-06-14;7653
7680;Outbound;52;2023-12-25;5527
5396;Inbound;35;2022-03-19;7861
179;Inbound;80;2022-08-08;7341
8036;Inbound;91;2021-06-15;7410
2814;Inbound;55;2022-02-11;8312
1468;Outbound;19;2021-03-24;6669
1314;Inbound;30;2022-03-10;4154
1883;Outbound;12;2020-11-25;5847
9892;Inbound;89;2021-10-14;4681
3404;Outbound;70;2024-02-27;7951
1542;Inbound;89;2020-03-22;9335
3997;Inbound;34;2022-04-08;8510
6668;Outbound;63;2024-03-26;5570
1797;Outbound;34;2023-09-08;9706
3461;Inbound;62;2020-10-10;2940
9513;Inbound;57;2020-12-04;7159
4104;Outbound;41;2022-03-06;852
7477;Inbound;40;2020-03-30;6667
6734;Outbound;34;2021-05-01;6225
7679;Inbound;58;2020-11-01;2712
2147;Outbound;82;2020-01-19;9326
9761;Outbound;15;2023-03-12;5413
5483;Outbound;18;2021-05-03;2804
7956;Inbound;46;2020-02-10;6344
8976;Inbound;42;2021-11-23;3809
4324;Outbound;33;2022-03-21;4232
4149;Outbound;11;2021-05-29;4468
6422;Outbound;27;2021-10-30;8708
8161;Inbound;53;2020-05-18;8556
6075;Inbound;96;2022-05-15;6211
1043;Inbound;59;2023-04-18;8583
593;Outbound;91;2023-05-16;4025
4223;Outbound;78;2021-07-31;2237
9119;Outbound;36;2022-04-02;4702
4362;Outbound;59;2020-10-21;776
2476;Outbound;79;2021-12-08;9753
4195;Inbound;3;2020-02-13;8644
1949;Outbound;19;2021-09-11;7379
7311;Outbound;27;2023-02-05;9704
664;Inbound;28;2023-08-17;3932
2788;Inbound;33;2021-12-25;8195
3548;Outbound;85;2020-12-02;1159
5626;Outbound;100;2020-11-19;3564
9384;Inbound;3;2020-12-07;8918
9505;Outbound;58;2022-10-11;2014
2502;Outbound;6;2021-06-04;2750
6029;Outbound;96;2022-10-29;9722
3881;Inbound;59;2022-10-31;8976
7852;Inbound;50;2024-02-29;1801
4594;Outbound;8;2021-06-13;5655
1539;Inbound;78;2020-06-09;6444
1788;Inbound;87;2022-12-10;5034
7507;Outbound;99;2020-12-16;5132
7389;Inbound;63;2023-03-09;2312
6480;Inbound;5;2023-12-29;681
6093;Inbound;35;2023-10-17;747
3761;Outbound;36;2021-07-15;5796
514;Inbound;35;2020-07-28;657
8643;Inbound;63;2021-06-19;4696
3758;Inbound;16;2020-07-31;6188
4104;Outbound;98;2024-02-26;2874
1036;Inbound;33;2020-09-15;7424
5032;Outbound;5;2020-03-01;462
5506;Inbound;44;2022-03-18;1858
1889;Inbound;69;2022-04-30;6460
4992;Inbound;87;2023-09-16;5764
2920;Outbound;5;2023-08-16;6888
4814;Inbound;54;2020-04-09;5326
7802;Outbound;6;2022-03-20;1806
307;Inbound;53;2020-01-18;6536
6845;Outbound;42;2023-08-30;2741
9265;Inbound;36;2023-10-03;4605
9003;Inbound;13;2022-06-08;6550
8544;Inbound;14;2021-03-14;8223
5262;Inbound;14;2022-11-05;9390
439;Inbound;8;2022-03-07;6216
7017;Outbound;58;2023-02-25;8212
8536;Inbound;1;2021-08-31;1830
9274;Outbound;46;2021-11-06;3584
2923;Inbound;38;2021-08-27;8829
6233;Inbound;52;2022-02-03;4766
4474;Outbound;63;2022-03-28;1688
2907;Outbound;79;2020-04-17;6563
7081;Inbound;100;2022-07-01;900
4133;Inbound;64;2020-01-04;1531
2012;Outbound;6;2020-03-29;7511
308;Outbound;45;2022-05-04;8445
5032;Inbound;42;2023-11-30;2351
2956;Inbound;98;2023-07-07;3636
9673;Inbound;9;2022-11-07;1830
6287;Inbound;68;2021-06-12;42
8105;Outbound;76;2023-03-12;9462
5993;Outbound;25;2024-02-17;2180
9960;Inbound;32;2020-11-08;7491
365;Outbound;45;2022-09-01;895
515;Inbound;17;2023-11-27;8842
1113;Outbound;25;2021-04-05;9241
492;Outbound;57;2022-10-30;7582
689;Inbound;71;2023-07-17;5657
6786;Inbound;24;2023-04-04;7311
694;Outbound;27;2021-05-18;4493
9972;Outbound;75;2023-08-03;1236
2998;Inbound;41;2021-11-19;7679
472;Inbound;35;2022-04-13;2580
745;Outbound;59;2023-11-15;8897
2760;Inbound;95;2022-08-23;1605
6699;Outbound;52;2020-12-28;1691
501;Inbound;42;2023-09-29;1589
6424;Outbound;78;2020-11-27;6911
3862;Inbound;12;2021-08-02;2566
5035;Inbound;43;2023-10-25;3840
7284;Outbound;63;2020-01-05;3828
346;Outbound;82;2021-07-12;7513
7891;Outbound;75;2021-11-05;1691
6431;Inbound;75;2021-10-06;7346
4246;Outbound;45;2022-01-01;8293
5696;Inbound;63;2020-03-23;9276
9226;Inbound;81;2023-02-11;7470
3772;Inbound;12;2023-07-14;2061
6995;Outbound;87;2020-07-17;5742
8242;Inbound;18;2021-02-14;6514
916;Outbound;52;2021-05-31;1873
9376;Inbound;34;2021-05-29;6530
3217;Outbound;30;2020-07-22;7304
1448;Outbound;90;2021-10-26;7160
7353;Outbound;13;2020-06-18;3991
7521;Inbound;20;2023-08-12;988
4936;Inbound;64;2021-12-29;9348
7774;Outbound;38;2020-03-21;4390
3194;Inbound;29;2021-11-30;7861
6976;Inbound;47;2020-09-11;9044
7254;Outbound;6;2022-07-14;6904
7888;Inbound;9;2023-01-13;4386
3320;Inbound;36;2022-06-11;1726
276;Outbound;28;2023-11-05;9357
1046;Outbound;96;2022-11-20;4040
986;Inbound;67;2021-09-06;3227
2681;Inbound;85;2021-08-09;7489
7435;Inbound;57;2022-01-17;1534
1601;Inbound;44;2022-12-15;2906
1743;Inbound;62;2020-04-14;1090
6676;Inbound;62;2021-01-15;5342
8355;Inbound;59;2023-04-06;6829
9035;Inbound;27;2020-10-21;1054
9524;Inbound;33;2022-08-25;2576
3108;Outbound;89;2022-01-18;9082
9128;Outbound;45;2023-04-07;7281
5407;Inbound;50;2022-09-27;2835
6807;Inbound;43;2021-10-16;1431
4398;Outbound;57;2022-05-12;3022
9748;Outbound;89;2021-10-24;2212
6745;Outbound;29;2021-01-09;5454
8486;Outbound;84;2020-10-08;7118
5490;Inbound;16;2023-04-08;4883
3340;Inbound;34;2022-04-30;4839
44;Outbound;75;2024-01-30;9347
6643;Inbound;29;2023-03-09;4008
7788;Inbound;82;2020-01-29;3678
7452;Outbound;95;2023-08-01;3933
7104;Inbound;75;2020-11-22;2236
951;Inbound;69;2022-04-20;8330
5367;Outbound;51;2022-12-18;8286
6491;Inbound;22;2021-03-29;9863
5211;Outbound;27;2023-07-13;3984
886;Inbound;83;2021-12-14;948
4671;Outbound;81;2023-03-31;7084
9846;Inbound;96;2020-07-07;379
6082;Outbound;74;2021-11-13;9727
7070;Inbound;36;2020-12-04;5392
8382;Outbound;64;2020-03-18;3584
4673;Inbound;30;2020-09-13;9101
3164;Inbound;67;2022-04-14;8050
5241;Outbound;82;2021-08-25;8313
807;Outbound;83;2021-08-28;5049
7582;Inbound;26;2020-11-11;7645
7214;Inbound;7;2020-05-24;8098
3954;Outbound;66;2021-06-11;8691
6456;Inbound;94;2021-06-29;9681
3465;Outbound;100;2022-03-20;2557
7324;Outbound;79;2021-11-03;7283
3906;Inbound;17;2021-03-10;1021
3520;Inbound;32;2020-01-07;3570
671;Outbound;74;2021-03-24;9724
4042;Inbound;83;2022-09-21;7790
9311;Outbound;12;2020-10-14;3858
3246;Outbound;73;2022-05-27;6306
3743;Inbound;30;2021-05-09;7258
8009;Outbound;10;2021-04-22;6373
7659;Outbound;6;2022-02-28;2267
8827;Inbound;75;2023-04-18;1043
8316;Inbound;99;2021-08-15;5627
2180;Outbound;86;2021-01-07;2384
6283;Inbound;54;2021-11-22;5294
5213;Outbound;12;2022-01-05;2019
5593;Inbound;4;2021-07-03;2208
3061;Outbound;70;2020-09-02;4058
5513;Outbound;62;2020-07-16;9258
2478;Inbound;96;2022-03-14;5914
3928;Inbound;63;2022-10-25;1746
8226;Outbound;70;2020-04-08;581
1561;Outbound;5;2022-10-08;693
1339;Inbound;82;2022-10-13;7693
2103;Outbound;53;2023-11-29;3639
4055;Outbound;39;2022-11-12;8039
4141;Inbound;20;2024-03-05;9546
8857;Inbound;31;2023-11-24;1674
9444;Inbound;67;2022-03-23;6942
4300;Inbound;67;2022-02-23;4045
5482;Outbound;57;2020-01-27;2727
5955;Inbound;63;2021-03-01;635
4078;Outbound;23;2023-05-26;2911
6039;Outbound;14;2022-09-11;7848
9762;Inbound;7;2024-02-18;4188
3602;Outbound;57;2023-02-03;8569
4283;Inbound;21;2021-12-11;9825
1813;Inbound;26;2022-05-18;4105
8514;Outbound;16;2021-02-09;5976
8298;Inbound;99;2022-10-26;4904
5402;Inbound;25;2022-10-12;2709
7836;Outbound;87;2022-10-03;2636
6996;Outbound;25;2020-03-10;9170
9010;Inbound;19;2022-12-23;135
8213;Outbound;40;2020-10-17;2238
332;Inbound;37;2022-12-08;8778
7410;Inbound;20;2023-11-08;5319
3401;Outbound;97;2023-04-14;6201
9682;Inbound;20;2023-08-23;2512
1240;Outbound;44;2020-12-27;4808
2766;Outbound;84;2020-05-25;137
4502;Inbound;91;2022-04-14;1041
578;Outbound;61;2021-08-10;5535
9646;Outbound;97;2021-02-24;5686
3460;Inbound;71;2023-07-16;7184
8826;Inbound;60;2021-10-10;8656
1270;Outbound;10;2020-07-12;3676
2634;Inbound;42;2021-02-26;4264
9177;Inbound;98;2020-02-03;3441
5621;Outbound;48;2021-09-12;4807
5162;Outbound;44;2021-10-28;6518
3218;Inbound;9;2023-02-18;8561
836;Inbound;57;2022-11-10;8139
1988;Inbound;2;2023-12-04;5215
9243;Outbound;8;2022-10-01;6289
4532;Outbound;71;2021-07-14;2000
1722;Outbound;24;2020-01-17;7635
8451;Outbound;48;2020-01-25;1762
4591;Outbound;43;2022-03-07;9627
9783;Outbound;1;2022-09-02;9025
8518;Outbound;87;2020-10-24;491
5132;Inbound;51;2021-12-18;849
1783;Outbound;1;2020-03-06;8398
907;Outbound;9;2022-02-02;6343
6723;Inbound;17;2020-09-13;4719
8448;Outbound;28;2021-08-18;755
7900;Inbound;77;2022-01-24;5481
8575;Inbound;71;2023-01-30;1965
7221;Outbound;69;2020-08-10;4009
695;Inbound;72;2022-05-11;8847
2820;Outbound;33;2021-12-04;3770
1145;Inbound;5;2024-01-02;274
4320;Outbound;46;2023-09-30;8474
3955;Outbound;70;2022-10-11;2003
2817;Outbound;55;2020-07-30;3664
8937;Outbound;90;2023-11-08;759
2282;Outbound;57;2021-08-23;5751
9819;Inbound;4;2021-03-14;239
3874;Outbound;52;2022-12-29;1426
8999;Outbound;9;2021-11-05;5571
7637;Inbound;46;2020-12-25;6050
6390;Inbound;85;2020-08-17;4052
1301;Outbound;40;2021-09-30;682
1733;Outbound;45;2020-02-12;358
1155;Inbound;82;2020-09-29;581
4242;Outbound;62;2020-02-26;54
1722;Outbound;88;2021-01-18;3586
8132;Outbound;83;2022-12-02;1165
6413;Outbound;68;2023-05-30;4189
9933;Inbound;79;2022-01-19;3946
1078;Outbound;63;2021-04-27;3811
7764;Inbound;97;2020-07-04;2774
9672;Inbound;32;2022-03-05;6967
