American;Career;129;720.52;863
Herself;Environmental;465;818.12;6619
Eight;Produce;173;12.97;9748
Memory;Task;8;191.56;1858
Daughter;Picture;181;809.42;9138
Accept;I;693;912.38;8265
Upon;Far;97;240.72;9029
On;Reach;29;46.73;9134
Conference;Look;582;482.44;6872
Mr;Include;688;373.48;4274
Country;Phone;916;641.43;8351
Recently;Pm;798;33.46;6602
When;Such;136;605.41;1345
Find;Cause;174;350.08;3289
Heavy;Reflect;259;432.05;7882
Save;Message;462;934.6;8780
Article;Treat;799;727.37;5960
Team;Certainly;616;932.8;2176
Way;Measure;781;983.19;1131
Have;Subject;33;897.28;1631
Six;Land;505;414.01;6386
Control;Parent;998;684.63;2698
Foot;Example;347;864.42;6258
Happy;Most;71;104.9;6317
Forget;Religious;499;526.08;7610
Ground;Imagine;844;769.41;3228
Large;Glass;65;811.77;8575
Before;Physical;861;911.62;9943
Information;Always;403;280.29;9409
Grow;Common;990;632.45;5396
Data;Military;982;958.61;6188
Other;Season;758;233.58;8106
Nearly;Similar;496;688.13;5443
Energy;Through;581;526.54;1636
Similar;Information;847;412.5;1612
Show;Scene;188;144.95;5342
Edge;Wide;518;91.89;3321
This;Heart;965;111.94;8656
Statement;Bit;256;448.09;4100
Impact;Win;227;208.39;9914
Response;Determine;873;41.14;9405
Here;Bank;276;858.15;6463
Property;In;772;16.46;9877
Whom;Certain;801;913.58;5243
Candidate;Even;390;287.45;3282
Do;Two;433;753.37;8437
Represent;Sport;327;820.64;4336
Place;Whatever;425;969.69;6297
Put;Hotel;810;709.3;92
Who;Very;488;240.12;1737
Ok;Read;62;712.47;5311
Black;History;618;315.85;9570
Record;Realize;656;466.65;8082
Want;Radio;674;779.53;7452
Blue;Many;614;417.96;8820
Describe;Some;877;23.81;5071
Enough;Nation;371;114.01;1782
Others;Bank;351;666.4;1421
Explain;Drop;734;396.97;6767
Picture;Future;453;191.27;35
Term;Positive;398;584.18;944
Near;Response;181;292.98;2792
Voice;Character;980;628.78;1393
Animal;Action;230;63.18;2034
Account;Sister;160;449.96;4370
Arm;Watch;321;301.6;3731
Nature;Use;241;62.06;7515
Response;Finish;863;743.7;7756
Budget;Call;740;367.86;5292
Ok;Feel;526;441.33;101
Value;Behind;447;578.38;8455
Yeah;List;527;178.31;1548
Military;Early;149;418.77;5252
Find;Commercial;778;517.79;3625
Hit;Pay;746;192.48;1973
Hair;Fear;409;256.64;7578
Difference;Action;111;685.48;2209
Own;Opportunity;454;951.02;9920
Involve;Recognize;990;56.18;7077
Cut;Yourself;771;763.21;303
Small;News;207;824.82;530
Blue;Bank;309;105.55;7102
Necessary;Together;169;812.75;1883
Information;Society;199;247.9;5267
Which;Crime;376;702.58;2047
Practice;Card;569;10.75;5440
Serve;Light;581;483.68;9963
Agent;Imagine;452;226.75;7931
Enough;Create;739;487.28;7648
Pressure;Amount;568;161.3;8942
Stay;Shake;991;838.28;7711
Either;Account;869;470.14;5727
Free;Hundred;924;519.93;251
Arm;Relate;246;939.28;5236
Describe;Nation;335;447.91;1871
Visit;Region;236;78.69;2597
Hotel;Teach;180;682.59;7598
Model;Member;11;440.9;9546
Well;Mind;110;707.71;1935
Growth;Able;158;390.39;1567
Media;Same;161;252.19;7959
Discover;Will;3;508.19;4658
Really;Wide;636;358.17;3200
Stand;Force;365;60.38;3559
Catch;Behavior;770;532.33;689
Section;Child;928;518.62;54
Green;New;705;790.35;6868
Carry;Phone;436;609.69;618
Drop;Eat;616;843.17;5095
Child;Cut;557;322.56;8788
Century;Support;972;19.45;8487
Inside;Stay;302;235.88;2161
Thousand;Doctor;46;906.11;8639
Easy;Maintain;834;926.16;6964
Need;Relationship;440;975.85;7536
Value;Lead;744;332.55;2975
Indicate;See;20;593.67;3024
Green;Debate;879;302.22;6956
Force;Several;456;399.21;4096
Specific;Pretty;470;32.21;1410
Glass;Clear;704;594.19;5080
Town;Moment;14;403.18;9159
Program;Window;418;477.06;3315
Fill;Girl;51;347.06;8896
Building;Get;333;197.37;9880
Under;Someone;556;545.17;6555
Simple;Single;112;528.11;1119
By;Spend;896;925.15;607
Government;Interview;83;771.74;2550
Like;Window;28;460.86;6033
Civil;Certainly;121;233.42;2179
Management;Thousand;556;989.92;7263
Star;Source;855;860.66;110
Morning;Prepare;141;293.79;6751
Generation;Front;48;892.15;3337
Authority;Rise;807;273.99;3032
No;War;754;273.47;6844
Authority;Federal;429;503.58;2810
Possible;However;744;537.55;6445
Election;Arrive;356;409.29;9100
Live;Apply;192;995.78;6755
Need;Figure;88;701.93;2512
Grow;Political;287;686.06;2971
Section;Government;450;816.92;9663
Cultural;Rise;216;40.83;2554
Line;Late;112;677.32;8574
Worker;Our;370;93.08;4496
Huge;Animal;819;849.01;5992
Front;Thousand;804;780.82;7233
Structure;Past;325;519.23;1579
Detail;Water;761;573.07;3737
Choose;Until;286;30.96;3790
Quite;Lay;380;920.98;2424
Move;Bed;105;397.78;8203
Security;Watch;661;202.13;1087
Message;Law;345;605.66;6632
Ahead;We;774;676.59;2188
Southern;Audience;421;461.11;7525
Own;General;272;139.13;5035
Reason;Respond;899;547.94;8555
Detail;Spring;957;685.56;9798
Cup;Family;622;252.07;3074
Movie;Your;2;613.5;7213
Education;Card;418;539.46;9553
Theory;Chance;313;429.37;4718
Evidence;Series;366;666.3;2395
Back;Value;249;73.34;9820
Commercial;Fast;30;82.59;1106
Ground;Sport;753;902.31;4416
Main;Lose;304;77.26;9005
Girl;Effect;613;174.71;6025
Tell;Begin;310;106.31;4651
Catch;Vote;614;241.57;2240
Her;Impact;787;102.07;6966
A;Meeting;905;926.81;921
Place;Raise;968;419.43;4649
Teach;Memory;373;249.06;8709
Example;Write;377;861.68;835
Sing;Remain;676;686.58;6561
Analysis;Tend;353;854.77;9458
Former;Maybe;22;657.71;148
Also;You;528;838.69;5379
Might;News;679;391.3;1313
Several;To;370;875.29;6478
Western;Record;722;722.57;5321
Far;Body;696;215.76;9175
Power;Fill;867;298.68;1050
Step;Next;602;106.21;4754
Wonder;When;233;629.17;8186
Stay;Short;474;637.92;4470
Happy;Effort;649;797.5;575
Feel;Across;380;688.28;3975
Physical;North;86;800.29;9418
Nothing;Than;128;686.83;3918
When;Popular;223;657.27;5287
Exactly;Great;798;818.9;9059
Defense;Class;840;923.24;886
Yourself;Tell;680;421.42;3947
Main;By;337;704.62;4473
Put;As;306;525.08;9528
Say;Short;995;645.59;9337
Need;Live;513;791.47;7481
Tax;Clearly;724;865.17;3964
Tend;True;299;417.06;342
Kitchen;Truth;247;533.97;5252
Speech;Blood;140;646.07;4931
City;Machine;528;141.86;2300
Final;Budget;930;803.47;5463
Buy;Decade;467;792.2;7848
Natural;Station;217;686.64;7056
Road;Rock;811;521.41;6562
Control;Relationship;707;446.63;9297
Group;Collection;167;907.61;1913
Imagine;Pay;826;596.93;6326
Store;Cover;192;230.79;7400
Food;Position;629;347.44;8045
Yard;Remain;13;31.3;802
Back;Along;569;930.06;1488
Identify;Half;403;822.55;6110
Level;Hear;519;700.91;190
Take;Technology;825;888.46;9291
Avoid;Factor;441;129.78;4958
Memory;Fill;337;828.61;7835
Across;Condition;617;695.27;2270
Wall;Movement;57;359.88;1422
Field;Rather;492;173.64;480
Issue;Wall;368;933.57;2506
Street;Quite;661;150.55;2137
Girl;Remember;184;325.22;7712
Interest;Form;638;252.75;6317
Could;How;159;5.91;6839
Share;Friend;65;63.69;7169
Someone;Dream;855;557.04;6983
Production;Car;900;811.04;5302
Reflect;Well;495;428.23;1273
Behavior;Talk;516;92.94;2693
Degree;Leave;988;262.04;2255
Partner;Real;112;486.98;9513
Like;Try;74;784.91;8161
Give;Parent;882;168.56;854
General;Issue;821;547.04;4592
Why;Wear;621;142.77;6922
Whole;Over;136;117.01;6762
Group;Performance;830;194.31;8978
Now;Fear;181;198.04;1915
Open;Hand;953;880.81;2694
Real;Pretty;518;691.88;410
Team;Clearly;255;849.32;5178
Build;Eat;233;57.01;370
Within;Town;542;902.43;8170
Stock;Crime;210;253.73;2955
Mean;Deal;878;22.9;9286
Number;Cut;897;464.16;1957
Building;By;454;106.89;6132
Central;Family;60;265.99;6820
Democratic;Test;858;234.98;5535
Use;Simply;394;621.79;1866
Information;Rock;721;571.91;9683
Letter;You;567;684.9;7447
Rest;American;216;180.89;1095
Country;Figure;285;526.5;8190
Put;Speak;300;495.38;133
Laugh;Officer;202;15.49;3069
Live;Daughter;976;257.99;4268
Stuff;Tough;33;521.41;3978
Again;Play;762;710.47;4564
Hour;Do;775;864.82;2665
Record;Western;537;630.95;2687
Concern;Project;229;218.58;2645
Seek;About;371;194.33;5217
Probably;Drug;124;155.93;7452
Nor;Full;676;724.71;2391
Talk;Decide;70;445.54;9403
Police;Game;985;44.28;2740
Detail;Test;625;378.13;8039
Box;May;407;584.37;918
Laugh;Live;982;521.41;6123
Whatever;Use;923;390.7;5593
Happy;Guess;799;655.82;5099
Themselves;Daughter;74;25.53;1670
Officer;Seat;922;442.17;6014
Group;Lead;457;656.2;3656
Approach;Line;889;609.18;4401
Situation;Staff;598;368.13;9095
Break;Upon;366;190.56;6224
Your;Not;969;269.34;9104
From;Put;113;970.62;3269
Seven;News;305;143.2;3006
Economy;Security;682;519.28;9823
Conference;Support;928;33.08;3222
Among;Top;764;560.69;1901
Different;Relate;8;919.68;3518
Prove;Test;396;870.31;4201
More;Even;889;374.77;1040
Body;Hope;758;596.09;4041
Rich;Agent;648;590.31;1091
Option;Time;727;686.32;4118
Matter;Admit;661;150.82;8446
Drop;Go;945;560.01;9462
Choice;Well;433;960.13;8707
Traditional;Amount;725;379.21;565
Job;Join;588;268.17;5953
News;Since;87;582.47;2573
Why;Affect;118;22.93;3393
Later;Trial;180;397.84;2468
Catch;Public;60;517.97;5351
Myself;North;290;382.56;8633
Rise;Production;300;416.37;852
Always;Thousand;875;70.47;6536
Space;Produce;622;268.16;1680
Small;Cold;833;591.79;6463
Hit;Woman;286;356.75;8754
White;Film;140;238.02;6228
Avoid;Rock;327;734.82;7030
Anything;Former;512;185.59;9598
Customer;Standard;835;734.16;3929
Similar;Debate;903;13.68;2034
Book;White;82;701.48;4745
Family;Report;348;449.54;9002
Central;Care;811;405.1;5463
Crime;May;782;751.07;8909
Very;Success;19;637.09;470
Class;Himself;719;733.77;2242
See;Family;548;432.31;7126
Build;Nature;347;131.77;8680
Mother;Lay;556;479.85;6559
Floor;Interest;89;551.61;3166
However;Weight;213;441.6;2014
They;Like;662;980.5;7926
About;Reveal;982;923.47;9995
Begin;Lead;886;433.52;7030
Soldier;Else;631;5.77;2758
Item;Tv;486;462.47;330
Where;Sound;156;439.97;88
Investment;Right;18;487.78;434
Ability;Think;408;946.05;630
Kind;Song;6;573.8;7081
One;Fall;618;136.6;4767
Activity;Wife;69;925.18;6917
Home;Major;847;440.57;3668
Determine;Light;236;802.49;8876
Huge;National;615;926.96;2209
System;Property;264;90.45;5829
Hot;Car;306;614.57;9994
Here;Effect;876;744.89;6870
Question;Show;904;581.45;5837
Trouble;Artist;548;822.83;396
Catch;Training;141;869.12;3672
Describe;Beyond;138;677.0;7982
Total;Kind;543;883.05;1596
Republican;Kid;506;503.5;4157
Someone;How;959;48.63;9019
Sort;Argue;756;68.34;1088
Natural;Avoid;339;754.44;1499
Power;Me;428;189.12;4985
Throughout;Benefit;887;984.15;9380
Cover;Detail;676;720.94;6532
Power;Listen;426;42.51;4577
Represent;Maintain;625;33.09;7179
Give;Stage;5;281.51;2211
Herself;The;153;51.68;3281
Speech;Ago;273;124.29;2289
Explain;Month;407;671.37;9462
Ability;Investment;259;156.55;2134
Treatment;Similar;895;659.55;2382
How;No;604;892.67;6314
Door;Would;332;336.76;6714
Election;Machine;846;997.95;1503
Boy;Again;429;936.2;5043
Wife;Field;196;55.93;1923
Play;Indicate;492;346.31;1120
Hotel;What;253;994.67;5254
Yard;Its;970;483.79;153
Soldier;Price;179;331.25;3480
Tonight;Natural;121;181.68;6425
Structure;Little;239;439.55;744
Structure;Message;419;604.57;7494
Us;Why;869;845.16;8444
Sense;Already;562;328.25;5452
Rise;Share;394;976.94;716
Always;Provide;953;216.22;7869
Game;Movement;982;18.91;1751
Social;Sell;475;47.08;4320
Action;Prevent;316;684.26;8122
Agent;Where;860;937.12;3025
Book;Nation;908;779.91;2745
Inside;Hot;466;693.33;2717
City;Industry;227;954.07;8814
Clear;Market;876;648.39;3321
Six;Daughter;758;185.15;919
Discussion;Finish;626;913.35;2134
Establish;Most;752;850.92;6235
Authority;Us;724;843.03;8782
Personal;Effort;198;944.84;2579
Body;Effect;685;721.15;3895
Others;Woman;89;215.02;9889
Already;Voice;643;698.78;7483
Once;Themselves;410;485.62;6685
Option;Network;607;285.06;543
Lead;Wonder;905;448.27;7791
Professor;Specific;771;973.75;1692
Determine;Skill;788;216.46;7063
Reach;Cell;64;896.96;939
Here;Rest;132;509.1;1397
Everyone;Or;416;259.01;3532
Purpose;Law;718;780.46;6166
See;Fire;314;270.65;3771
Employee;Hope;528;936.2;3947
Wife;Whether;697;978.49;2803
True;Service;531;12.84;3704
Much;Analysis;160;519.89;586
Cup;To;962;556.17;3587
Feeling;Interview;214;805.77;1413
Treatment;Sea;425;492.96;5770
Policy;Top;277;410.24;6316
Candidate;Management;381;862.95;5666
Rich;Sign;104;481.17;5857
Stock;Last;698;425.76;5985
Structure;Perform;102;472.85;8256
Yourself;Box;98;377.58;6263
Science;Police;317;499.92;5861
Decade;Move;166;87.41;5207
Within;Way;627;850.67;9535
Population;Art;468;82.33;9769
Middle;Each;924;369.59;628
Hard;Program;737;609.71;2024
Many;Theory;757;703.9;4397
Area;Hospital;520;741.88;4470
Event;Gas;455;699.87;6208
Ground;Level;348;694.46;6591
Across;Purpose;164;382.6;8424
Human;Teach;676;535.9;9182
Difference;Customer;461;64.39;1244
Arm;The;651;133.78;797
Statement;Share;150;571.41;489
Environmental;Laugh;935;368.68;6524
Every;Director;453;190.01;2071
Company;Word;660;882.59;7218
Imagine;Morning;157;37.31;2081
Work;International;237;503.04;1337
Hot;Story;420;66.17;5949
Public;Where;382;242.65;2865
Entire;Tough;292;458.52;1829
Social;Its;741;631.59;5972
Assume;Police;739;95.46;3161
Design;Cultural;671;535.64;9348
Company;Generation;550;79.95;2537
Share;Surface;772;508.66;4582
Hold;Direction;131;570.84;846
Beyond;Off;998;43.3;4028
Congress;Such;94;581.83;8956
Region;Money;641;410.7;3283
Thousand;Hope;849;97.37;2533
Wind;Thought;273;896.64;8666
Class;Those;327;108.89;7366
Who;Since;181;364.27;7658
Break;Step;520;686.69;1781
Service;Sort;293;235.31;9130
Move;Visit;327;577.34;6559
Government;Mother;376;492.12;5336
Whose;House;239;142.14;8989
Some;Specific;125;567.88;5282
Doctor;Usually;527;897.85;2806
Including;Know;133;732.44;3805
Money;Newspaper;725;527.54;441
Work;Same;609;27.9;7132
President;Throughout;622;953.23;886
Cup;Myself;240;96.46;1373
Health;Word;204;661.73;9702
Form;Later;979;132.86;923
Never;Character;327;250.26;4867
Industry;Attorney;600;917.35;8992
Strategy;Suggest;35;467.84;938
Drug;Surface;443;681.28;935
Like;Four;550;526.11;6701
